Word,Freq_CSAT,LogE_Freq_CSAT,Log10_Freq_CSAT,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,Ortho_N,OLD,OLDF
sincerely,22,3.091042453358316,1.3617278360175928,9,8281,9.022,4.88,2.398,0,3.5,6.295
behavior,22,3.091042453358316,1.3617278360175928,8,29913,10.306,22.39,3.058,0,3.3,7.259
countries,22,3.091042453358316,1.3617278360175928,9,47888,10.777,10.53,2.731,0,2.9,7.281
last,22,3.091042453358316,1.3617278360175928,4,291284,12.582,723.1,4.567,14,1.15,8.478
kind,22,3.091042453358316,1.3617278360175928,4,131849,11.789,590.69,4.479,8,1.45,8.5
company,22,3.091042453358316,1.3617278360175928,7,156262,11.959,147.2,3.876,0,2.7,7.757
sounds,22,3.091042453358316,1.3617278360175928,6,69415,11.148,156.27,3.901,6,1.65,7.74
modern,22,3.091042453358316,1.3617278360175928,6,35406,10.475,18.24,2.969,0,2.35,7.543
least,22,3.091042453358316,1.3617278360175928,5,201524,12.214,207.76,4.025,6,1.55,8.425
man,22,3.091042453358316,1.3617278360175928,3,188876,12.149,1845.75,4.974,16,1.0,10.539
word,22,3.091042453358316,1.3617278360175928,4,138155,11.836,235.55,4.08,10,1.3,8.748
later,22,3.091042453358316,1.3617278360175928,5,108034,11.59,291.94,4.173,7,1.5,7.391
ask,22,3.091042453358316,1.3617278360175928,3,138493,11.839,483.14,4.392,4,1.5,9.058
read,22,3.091042453358316,1.3617278360175928,4,289582,12.576,241.22,4.09,12,1.1,8.543
difference,21,3.044522437723423,1.3424226808222062,10,74565,11.219,79.73,3.609,0,3.05,6.55
problems,21,3.044522437723423,1.3424226808222062,8,193241,12.172,77.08,3.595,0,2.8,7.072
tell,21,3.044522437723423,1.3424226808222062,4,201112,12.212,1724.49,4.944,12,1.3,8.456
society,21,3.044522437723423,1.3424226808222062,7,78371,11.269,32.92,3.225,0,2.65,6.546
hard,21,3.044522437723423,1.3424226808222062,4,176370,12.08,307.84,4.196,11,1.15,8.715
during,21,3.044522437723423,1.3424226808222062,6,137335,11.83,75.92,3.588,3,1.85,7.443
support,21,3.044522437723423,1.3424226808222062,7,248197,12.422,50.73,3.413,0,2.4,7.517
book,21,3.044522437723423,1.3424226808222062,4,190905,12.16,176.98,3.955,13,1.2,8.004
health,21,3.044522437723423,1.3424226808222062,6,60950,11.018,40.27,3.313,2,1.85,8.201
needs,21,3.044522437723423,1.3424226808222062,5,89632,11.403,160.75,3.914,5,1.7,7.662
meet,21,3.044522437723423,1.3424226808222062,4,48215,10.783,352.27,4.255,5,1.65,8.402
species,21,3.044522437723423,1.3424226808222062,7,19051,9.855,13.65,2.843,0,2.3,7.248
itself,21,3.044522437723423,1.3424226808222062,6,76297,11.242,39.78,3.308,0,2.85,8.112
knowledge,21,3.044522437723423,1.3424226808222062,9,83911,11.338,25.53,3.115,0,3.8,6.79
young,21,3.044522437723423,1.3424226808222062,5,66849,11.11,243.18,4.093,0,2.0,8.987
longer,21,3.044522437723423,1.3424226808222062,6,73185,11.201,98.94,3.703,4,1.7,6.802
point,20,2.995732273553991,1.3222192947339193,5,256288,12.454,236.53,4.082,3,1.75,8.001
power,20,2.995732273553991,1.3222192947339193,5,187656,12.142,149.02,3.881,9,1.45,7.392
ready,20,2.995732273553991,1.3222192947339193,5,43959,10.691,387.8,4.296,4,1.75,7.795
within,20,2.995732273553991,1.3222192947339193,6,120308,11.698,59.16,3.48,0,2.7,7.816
sign,20,2.995732273553991,1.3222192947339193,4,39389,10.581,133.27,3.832,1,1.85,8.279
thing,20,2.995732273553991,1.3222192947339193,5,243604,12.403,1088.67,4.745,4,1.7,8.419
lot,20,2.995732273553991,1.3222192947339193,3,232888,12.358,569.92,4.463,16,1.0,8.984
local,20,2.995732273553991,1.3222192947339193,5,139852,11.848,41.73,3.328,3,1.8,7.855
care,20,2.995732273553991,1.3222192947339193,4,104469,11.557,485.25,4.394,24,1.0,8.735
using,20,2.995732273553991,1.3222192947339193,5,339069,12.734,69.02,3.547,0,1.85,7.861
performance,20,2.995732273553991,1.3222192947339193,11,73651,11.207,21.82,3.047,0,4.0,6.38
wait,20,2.995732273553991,1.3222192947339193,4,61759,11.031,830.25,4.627,10,1.3,8.525
although,20,2.995732273553991,1.3222192947339193,8,109965,11.608,42.02,3.331,0,3.55,7.27
themselves,20,2.995732273553991,1.3222192947339193,10,69173,11.144,45.94,3.37,0,4.3,6.693
sense,20,2.995732273553991,1.3222192947339193,5,77530,11.258,131.8,3.828,2,1.8,8.233
seems,20,2.995732273553991,1.3222192947339193,5,164633,12.011,167.55,3.932,6,1.6,7.557
city,19,2.9444389791664403,1.3010299956639813,4,102007,11.533,169.1,3.936,2,1.9,8.167
found,19,2.9444389791664403,1.3010299956639813,5,199981,12.206,396.0,4.305,7,1.55,8.37
sometimes,19,2.9444389791664403,1.3010299956639813,9,82167,11.317,179.0,3.961,0,3.65,6.709
getting,19,2.9444389791664403,1.3010299956639813,7,160518,11.986,484.69,4.393,7,1.65,7.004
team,19,2.9444389791664403,1.3010299956639813,4,108529,11.595,147.61,3.877,10,1.35,8.591
room,19,2.9444389791664403,1.3010299956639813,4,85138,11.352,439.51,4.351,8,1.4,8.041
simple,19,2.9444389791664403,1.3010299956639813,6,84794,11.348,89.31,3.659,5,1.6,6.8
natural,19,2.9444389791664403,1.3010299956639813,7,45294,10.721,42.35,3.335,0,2.55,6.936
walk,19,2.9444389791664403,1.3010299956639813,4,33093,10.407,215.86,4.042,5,1.7,8.337
action,19,2.9444389791664403,1.3010299956639813,6,77756,11.261,61.08,3.494,0,1.85,8.116
rest,19,2.9444389791664403,1.3010299956639813,4,78610,11.272,212.96,4.036,11,1.25,8.38
provide,19,2.9444389791664403,1.3010299956639813,7,102813,11.541,17.41,2.949,0,2.1,7.163
public,19,2.9444389791664403,1.3010299956639813,6,153537,11.942,71.08,3.559,0,2.55,6.961
yes,19,2.9444389791664403,1.3010299956639813,3,197092,12.191,1996.76,5.008,3,1.7,8.929
parents,19,2.9444389791664403,1.3010299956639813,7,45055,10.716,140.73,3.856,1,1.9,7.561
face,19,2.9444389791664403,1.3010299956639813,4,77706,11.261,289.16,4.169,11,1.2,8.418
plants,19,2.9444389791664403,1.3010299956639813,6,17049,9.744,9.57,2.689,4,1.65,7.621
end,19,2.9444389791664403,1.3010299956639813,3,227504,12.335,265.86,4.132,1,1.5,9.068
full,19,2.9444389791664403,1.3010299956639813,4,155605,11.955,166.9,3.93,14,1.25,8.205
mother,19,2.9444389791664403,1.3010299956639813,6,42113,10.648,479.92,4.389,1,1.8,7.578
high,18,2.8903717578961645,1.2787536009528289,4,185510,12.131,195.0,3.998,3,1.75,8.783
difficult,18,2.8903717578961645,1.2787536009528289,9,52555,10.87,60.16,3.487,0,4.2,6.531
friend,18,2.8903717578961645,1.2787536009528289,6,81053,11.303,419.29,4.33,0,1.85,7.921
thinking,18,2.8903717578961645,1.2787536009528289,8,64226,11.07,281.43,4.157,2,1.9,6.295
came,18,2.8903717578961645,1.2787536009528289,4,115002,11.653,463.73,4.374,18,1.0,9.434
groups,18,2.8903717578961645,1.2787536009528289,6,108199,11.592,9.24,2.674,0,1.95,7.093
culture,18,2.8903717578961645,1.2787536009528289,7,38335,10.554,13.94,2.853,1,2.3,7.164
trip,18,2.8903717578961645,1.2787536009528289,4,28399,10.254,82.39,3.624,6,1.45,7.979
maybe,18,2.8903717578961645,1.2787536009528289,5,166009,12.02,926.45,4.674,0,2.0,7.869
four,18,2.8903717578961645,1.2787536009528289,4,85200,11.353,255.78,4.115,7,1.4,8.274
contact,18,2.8903717578961645,1.2787536009528289,7,141845,11.862,64.8,3.519,0,2.05,7.774
until,18,2.8903717578961645,1.2787536009528289,5,170311,12.045,302.47,4.188,1,2.0,7.173
show,18,2.8903717578961645,1.2787536009528289,4,178842,12.094,488.35,4.396,10,1.25,8.075
understanding,18,2.8903717578961645,1.2787536009528289,13,39902,10.594,21.9,3.048,0,3.7,6.181
global,18,2.8903717578961645,1.2787536009528289,6,30247,10.317,6.29,2.508,0,2.45,6.816
actually,18,2.8903717578961645,1.2787536009528289,8,196457,12.188,322.33,4.216,0,2.65,6.737
everyone,18,2.8903717578961645,1.2787536009528289,8,119257,11.689,241.65,4.091,0,3.1,6.654
system,18,2.8903717578961645,1.2787536009528289,6,439448,12.993,91.51,3.669,0,2.7,7.468
increase,18,2.8903717578961645,1.2787536009528289,8,43670,10.684,8.55,2.64,0,2.65,7.096
hand,18,2.8903717578961645,1.2787536009528289,4,124848,11.735,279.65,4.154,9,1.35,8.709
continue,18,2.8903717578961645,1.2787536009528289,8,55897,10.931,49.55,3.403,0,2.6,7.271
light,18,2.8903717578961645,1.2787536009528289,5,96805,11.48,165.2,3.926,7,1.35,8.482
community,18,2.8903717578961645,1.2787536009528289,9,58793,10.982,29.14,3.172,0,2.65,7.672
means,18,2.8903717578961645,1.2787536009528289,5,130928,11.782,218.35,4.047,8,1.55,7.707
opportunity,17,2.833213344056216,1.255272505103306,11,55800,10.93,41.0,3.321,0,4.4,6.6
hold,17,2.833213344056216,1.255272505103306,4,71050,11.171,436.73,4.348,11,1.3,8.625
someone,17,2.833213344056216,1.255272505103306,7,255347,12.45,446.12,4.357,0,3.0,7.725
choice,17,2.833213344056216,1.255272505103306,6,65532,11.09,97.55,3.697,0,1.95,7.043
small,17,2.833213344056216,1.255272505103306,5,158742,11.975,124.96,3.804,3,1.8,8.201
emotional,17,2.833213344056216,1.255272505103306,9,11869,9.382,21.2,3.034,0,2.7,7.114
learned,17,2.833213344056216,1.255272505103306,7,28190,10.247,58.12,3.472,1,1.85,6.322
energy,17,2.833213344056216,1.255272505103306,6,58596,10.978,32.9,3.225,0,2.65,7.495
check,17,2.833213344056216,1.255272505103306,5,170581,12.047,278.98,4.153,4,1.7,7.681
hear,17,2.833213344056216,1.255272505103306,4,90309,11.411,555.35,4.452,17,1.0,9.437
eat,17,2.833213344056216,1.255272505103306,3,35550,10.479,251.88,4.109,11,1.0,9.135
fun,17,2.833213344056216,1.255272505103306,3,75696,11.234,235.49,4.08,11,1.3,8.739
form,17,2.833213344056216,1.255272505103306,4,118268,11.681,42.75,3.339,10,1.35,8.578
matter,17,2.833213344056216,1.255272505103306,6,110274,11.611,370.59,4.277,9,1.5,7.191
upon,17,2.833213344056216,1.255272505103306,4,78218,11.267,62.73,3.505,0,2.0,8.68
reason,17,2.833213344056216,1.255272505103306,6,133687,11.803,193.29,3.994,1,1.95,7.433
having,17,2.833213344056216,1.255272505103306,6,166984,12.026,289.25,4.169,7,1.55,7.431
media,17,2.833213344056216,1.255272505103306,5,58004,10.968,22.29,3.056,1,1.95,7.685
looks,17,2.833213344056216,1.255272505103306,5,70951,11.17,311.49,4.201,7,1.6,7.719
felt,17,2.833213344056216,1.255272505103306,4,50231,10.824,119.82,3.786,8,1.6,8.716
science,16,2.772588722239781,1.2304489213782739,7,99256,11.505,37.25,3.279,0,2.75,7.221
books,16,2.772588722239781,1.2304489213782739,5,111046,11.618,67.76,3.539,6,1.55,7.265
percentage,16,2.772588722239781,1.2304489213782739,10,13238,9.491,3.76,2.286,0,3.5,6.119
based,16,2.772588722239781,1.2304489213782739,5,131502,11.787,26.61,3.133,6,1.6,6.972
government,16,2.772588722239781,1.2304489213782739,10,172375,12.057,65.24,3.522,0,3.55,6.712
video,16,2.772588722239781,1.2304489213782739,5,110183,11.61,41.27,3.324,0,2.0,7.704
started,16,2.772588722239781,1.2304489213782739,7,98348,11.496,187.57,3.981,4,1.65,6.765
done,16,2.772588722239781,1.2304489213782739,4,173968,12.067,485.04,4.393,17,1.0,8.613
save,16,2.772588722239781,1.2304489213782739,4,62632,11.045,162.31,3.918,14,1.0,9.013
got,16,2.772588722239781,1.2304489213782739,3,301021,12.615,3306.49,5.227,14,1.1,9.003
writing,16,2.772588722239781,1.2304489213782739,7,73085,11.199,55.92,3.455,2,1.8,7.855
growth,16,2.772588722239781,1.2304489213782739,6,36594,10.508,6.45,2.518,0,2.35,7.312
members,16,2.772588722239781,1.2304489213782739,7,78648,11.273,24.0,3.088,0,2.4,6.75
technology,16,2.772588722239781,1.2304489213782739,10,111387,11.621,14.94,2.882,0,3.6,6.672
class,16,2.772588722239781,1.2304489213782739,5,94260,11.454,117.35,3.777,8,1.5,7.849
attention,16,2.772588722239781,1.2304489213782739,9,45081,10.716,98.67,3.702,0,2.55,7.312
body,16,2.772588722239781,1.2304489213782739,4,116235,11.663,195.53,3.999,4,1.7,7.857
earth,16,2.772588722239781,1.2304489213782739,5,61680,11.03,99.49,3.705,0,1.85,8.243
results,16,2.772588722239781,1.2304489213782739,7,65329,11.087,22.71,3.064,0,2.55,6.892
moment,16,2.772588722239781,1.2304489213782739,6,43625,10.683,187.04,3.979,0,1.95,7.742
miss,16,2.772588722239781,1.2304489213782739,4,30936,10.34,467.65,4.378,8,1.45,8.017
ability,16,2.772588722239781,1.2304489213782739,7,56922,10.949,19.22,2.992,1,2.3,6.378
numbers,16,2.772588722239781,1.2304489213782739,7,73323,11.203,39.61,3.306,0,2.4,6.266
price,15,2.70805020110221,1.2041199826559248,5,153716,11.943,53.37,3.435,4,1.55,8.021
large,15,2.70805020110221,1.2041199826559248,5,134354,11.808,41.45,3.325,2,1.85,7.861
fish,15,2.70805020110221,1.2041199826559248,4,30614,10.329,83.49,3.629,4,1.75,8.48
areas,15,2.70805020110221,1.2041199826559248,5,59101,10.987,8.94,2.66,0,1.85,8.125
sorry,15,2.70805020110221,1.2041199826559248,5,93412,11.445,1167.96,4.775,1,1.95,7.186
park,15,2.70805020110221,1.2041199826559248,4,46460,10.746,72.12,3.566,11,1.2,8.454
set,15,2.70805020110221,1.2041199826559248,3,288326,12.572,231.47,4.072,18,1.0,10.401
hours,15,2.70805020110221,1.2041199826559248,5,77067,11.252,214.88,4.04,5,1.65,7.464
eventually,15,2.70805020110221,1.2041199826559248,10,31206,10.348,24.43,3.096,0,3.5,6.961
individual,15,2.70805020110221,1.2041199826559248,10,65280,11.086,11.69,2.776,0,3.9,7.19
reality,15,2.70805020110221,1.2041199826559248,7,42961,10.668,30.25,3.189,0,2.4,7.065
forward,15,2.70805020110221,1.2041199826559248,7,58128,10.97,72.33,3.567,0,2.5,6.945
line,15,2.70805020110221,1.2041199826559248,4,239804,12.388,206.18,4.022,17,1.0,9.239
control,15,2.70805020110221,1.2041199826559248,7,152951,11.938,130.63,3.824,0,2.85,7.454
opportunities,15,2.70805020110221,1.2041199826559248,13,26461,10.183,4.88,2.398,0,5.3,5.656
amount,15,2.70805020110221,1.2041199826559248,6,61858,11.033,24.75,3.101,0,2.15,7.616
space,15,2.70805020110221,1.2041199826559248,5,113076,11.636,66.06,3.528,4,1.6,7.93
workers,15,2.70805020110221,1.2041199826559248,7,18819,9.843,11.67,2.775,1,1.9,6.907
skills,15,2.70805020110221,1.2041199826559248,6,80670,11.298,14.57,2.872,3,1.75,7.549
idea,15,2.70805020110221,1.2041199826559248,4,133710,11.803,359.04,4.263,0,1.9,8.255
positive,15,2.70805020110221,1.2041199826559248,8,27619,10.226,31.63,3.208,0,2.85,6.902
yet,15,2.70805020110221,1.2041199826559248,3,159994,11.983,341.73,4.241,13,1.25,9.08
simply,15,2.70805020110221,1.2041199826559248,6,102396,11.537,46.31,3.373,3,1.8,6.654
greater,15,2.70805020110221,1.2041199826559248,7,35761,10.485,16.06,2.914,1,1.9,7.412
percent,15,2.70805020110221,1.2041199826559248,7,25919,10.163,25.75,3.119,0,2.5,7.143
answer,15,2.70805020110221,1.2041199826559248,6,109246,11.601,176.2,3.954,0,2.6,7.295
wish,15,2.70805020110221,1.2041199826559248,4,74280,11.216,235.12,4.079,7,1.6,8.498
week,15,2.70805020110221,1.2041199826559248,4,109477,11.603,238.51,4.085,8,1.5,8.438
taken,15,2.70805020110221,1.2041199826559248,5,73472,11.205,138.65,3.849,5,1.7,7.812
car,15,2.70805020110221,1.2041199826559248,3,86253,11.365,483.06,4.392,15,1.0,9.493
period,15,2.70805020110221,1.2041199826559248,6,53751,10.892,27.78,3.152,0,2.5,7.294
woman,15,2.70805020110221,1.2041199826559248,5,66489,11.105,434.63,4.346,2,1.9,7.926
activity,15,2.70805020110221,1.2041199826559248,8,26484,10.184,12.88,2.818,0,2.55,6.887
though,15,2.70805020110221,1.2041199826559248,6,199366,12.203,181.94,3.967,1,1.8,8.148
common,15,2.70805020110221,1.2041199826559248,6,97044,11.483,44.61,3.357,0,1.95,8.005
looking,15,2.70805020110221,1.2041199826559248,7,226966,12.333,432.67,4.344,6,1.7,7.035
faster,15,2.70805020110221,1.2041199826559248,6,49451,10.809,43.78,3.349,9,1.5,7.185
given,15,2.70805020110221,1.2041199826559248,5,123144,11.721,95.12,3.686,2,1.85,7.756
move,15,2.70805020110221,1.2041199826559248,4,80091,11.291,418.14,4.329,9,1.35,8.397
appreciate,15,2.70805020110221,1.2041199826559248,10,49973,10.819,85.75,3.641,0,2.85,6.055
store,15,2.70805020110221,1.2041199826559248,5,53126,10.88,81.92,3.621,13,1.15,7.922
questions,15,2.70805020110221,1.2041199826559248,9,145136,11.885,117.96,3.779,0,2.75,7.618
bring,14,2.6390573296152584,1.1760912590556813,5,56510,10.942,327.16,4.222,4,1.55,7.797
course,14,2.6390573296152584,1.1760912590556813,6,195947,12.186,487.22,4.395,1,1.85,7.839
essential,14,2.6390573296152584,1.1760912590556813,9,16147,9.689,4.84,2.394,0,3.3,6.679
growing,14,2.6390573296152584,1.1760912590556813,7,32660,10.394,29.94,3.184,3,1.8,6.897
stop,14,2.6390573296152584,1.1760912590556813,4,96586,11.478,707.27,4.557,5,1.5,8.151
strong,14,2.6390573296152584,1.1760912590556813,6,69234,11.145,86.86,3.647,3,1.85,7.866
whole,14,2.6390573296152584,1.1760912590556813,5,120697,11.701,385.49,4.294,4,1.7,8.421
student,14,2.6390573296152584,1.1760912590556813,7,56461,10.941,43.04,3.342,0,2.75,7.1
changes,14,2.6390573296152584,1.1760912590556813,7,58660,10.98,29.04,3.171,3,1.8,7.342
air,14,2.6390573296152584,1.1760912590556813,3,81115,11.304,139.02,3.851,5,1.45,8.957
necessary,14,2.6390573296152584,1.1760912590556813,9,60899,11.017,45.98,3.37,0,3.55,6.797
computer,14,2.6390573296152584,1.1760912590556813,8,253358,12.443,59.04,3.479,3,2.1,7.26
develop,14,2.6390573296152584,1.1760912590556813,7,35652,10.482,9.61,2.691,0,2.75,7.057
case,14,2.6390573296152584,1.1760912590556813,4,199506,12.204,282.41,4.159,14,1.0,9.01
five,14,2.6390573296152584,1.1760912590556813,4,62706,11.046,285.45,4.163,9,1.5,8.516
nothing,14,2.6390573296152584,1.1760912590556813,7,160745,11.988,853.61,4.639,0,1.85,6.759
history,14,2.6390573296152584,1.1760912590556813,7,87544,11.38,83.92,3.631,0,2.75,6.734
comes,14,2.6390573296152584,1.1760912590556813,5,103585,11.548,228.55,4.067,12,1.3,7.707
left,14,2.6390573296152584,1.1760912590556813,4,132017,11.791,484.45,4.393,5,1.65,8.296
study,14,2.6390573296152584,1.1760912590556813,5,50899,10.838,49.04,3.398,1,1.85,6.933
almost,14,2.6390573296152584,1.1760912590556813,6,111601,11.623,193.27,3.994,0,2.4,7.39
toward,14,2.6390573296152584,1.1760912590556813,6,28152,10.245,22.92,3.068,2,1.85,8.178
house,14,2.6390573296152584,1.1760912590556813,5,104153,11.554,514.0,4.418,5,1.6,7.677
ideas,14,2.6390573296152584,1.1760912590556813,5,69254,11.146,38.96,3.298,1,1.85,8.197
child,14,2.6390573296152584,1.1760912590556813,5,64729,11.078,157.65,3.905,3,1.85,7.986
activities,14,2.6390573296152584,1.1760912590556813,10,32765,10.397,8.61,2.643,0,3.35,7.25
father,14,2.6390573296152584,1.1760912590556813,6,38034,10.546,554.49,4.452,4,1.65,7.439
sea,14,2.6390573296152584,1.1760912590556813,3,36736,10.512,59.84,3.485,10,1.15,8.804
stress,14,2.6390573296152584,1.1760912590556813,6,12215,9.41,15.61,2.901,0,1.95,7.293
teacher,14,2.6390573296152584,1.1760912590556813,7,16947,9.738,55.73,3.454,1,1.9,7.383
perfect,14,2.6390573296152584,1.1760912590556813,7,41810,10.641,158.65,3.908,0,2.6,7.699
taking,14,2.6390573296152584,1.1760912590556813,6,70534,11.164,240.45,4.089,5,1.6,7.525
seeing,14,2.6390573296152584,1.1760912590556813,6,38729,10.564,109.63,3.748,1,1.8,7.296
cultural,14,2.6390573296152584,1.1760912590556813,8,19229,9.864,3.96,2.308,0,3.1,6.654
personal,14,2.6390573296152584,1.1760912590556813,8,108044,11.59,91.67,3.67,0,2.5,6.724
already,14,2.6390573296152584,1.1760912590556813,7,146289,11.893,318.55,4.211,0,2.9,7.681
meaning,14,2.6390573296152584,1.1760912590556813,7,31933,10.371,37.33,3.28,2,1.85,7.497
particular,14,2.6390573296152584,1.1760912590556813,10,74278,11.216,27.9,3.154,0,3.35,7.031
dream,14,2.6390573296152584,1.1760912590556813,5,32423,10.387,133.29,3.832,2,1.65,8.226
economic,14,2.6390573296152584,1.1760912590556813,8,37730,10.538,4.96,2.405,0,2.75,6.438
perhaps,14,2.6390573296152584,1.1760912590556813,7,109435,11.603,136.06,3.841,0,3.0,6.514
forget,14,2.6390573296152584,1.1760912590556813,6,43510,10.681,277.06,4.15,2,1.85,7.341
sports,13,2.5649493574615367,1.146128035678238,6,26037,10.167,27.59,3.149,3,1.65,7.878
game,13,2.5649493574615367,1.146128035678238,4,197271,12.192,233.84,4.077,13,1.3,8.241
works,13,2.5649493574615367,1.146128035678238,5,139173,11.843,105.04,3.729,4,1.75,8.145
center,13,2.5649493574615367,1.146128035678238,6,87347,11.378,45.78,3.369,1,1.85,7.423
view,13,2.5649493574615367,1.146128035678238,4,75014,11.225,38.53,3.294,2,1.8,7.891
question,13,2.5649493574615367,1.146128035678238,8,184252,12.124,198.35,4.005,0,2.8,7.634
second,13,2.5649493574615367,1.146128035678238,6,150377,11.921,284.57,4.162,0,2.45,7.315
wanted,13,2.5649493574615367,1.146128035678238,6,92414,11.434,502.27,4.409,4,1.75,6.883
reduce,13,2.5649493574615367,1.146128035678238,6,21540,9.978,4.29,2.342,2,1.75,6.842
feelings,13,2.5649493574615367,1.146128035678238,8,17008,9.741,57.61,3.468,1,2.35,6.695
size,13,2.5649493574615367,1.146128035678238,4,107005,11.581,46.14,3.372,4,1.65,8.416
safe,13,2.5649493574615367,1.146128035678238,4,33169,10.409,143.2,3.864,8,1.55,8.492
top,13,2.5649493574615367,1.146128035678238,3,116571,11.666,133.43,3.833,16,1.0,9.105
spread,13,2.5649493574615367,1.146128035678238,6,22704,10.03,31.29,3.203,0,1.95,8.128
higher,13,2.5649493574615367,1.146128035678238,6,61080,11.02,27.84,3.153,1,1.95,7.299
avoid,13,2.5649493574615367,1.146128035678238,5,45327,10.722,24.29,3.093,0,2.0,7.858
